grch37Isoform	grch37RefSeq	grch38Isoform	grch38RefSeq	entrezGeneId	hugoSymbol	oncogene	highestSensitiveLevel	highestResistanceLevel	summary	background	tsg
ENST00000374994	NM_004612.2	ENST00000374994	NM_004612.2	7046	TGFBR1	False			TGFBR1, a receptor kinase in the TGFß pathway, is infrequently altered in cancer.	TGFBR1 is a serine/threonine protein kinase that belongs to the transforming growth-factor β (TGF β) family (PMID: 22992590). TGFß signaling controls multiple biological processes including cellular proliferation, differentiation and tissue homeostasis (PMID: 22992590, 11057902). TGFBR1 is a type I receptor that heterodimerizes with other TGFß receptor family members to initiate ligand binding (PMID: 22992590). Following ligand activation, TGFBR1 phosphorylates its dimerization partner and induces phosphorylation of downstream effectors such as the SMAD proteins, which control gene regulation (PMID: 22992590, 18662538). Germline mutations in TGFBR1 have been identified in the autosomal Loeys-Dietz syndrome type 1 and Marfan syndromes (PMID: 16928994,16791849, 16596670, 18781618). Other hereditary variants have been found to be associated with non-small cell lung cancer (PMID: 21225232, 19690145). Somatic mutations in TGFBR1 are infrequent in human cancer; however, loss-of-function mutations and deletions have been identified in colorectal cancer and several other cancer types (PMID: 22992590, 11057902). Targeting of the TGFß pathway is being explored as a therapeutic approach in multiple cancers (PMID: 11057902, 18662538) and small molecule inhibitors targeting the kinase activity of TGFBR1 have entered into clinical trials (PMID: 11057902, 18662538).	True
ENST00000295754	NM_003242.5	ENST00000295754	NM_003242.6	7048	TGFBR2	False			TGFBR2, a receptor kinase in the TGFß pathway, is infrequently altered in cancer.	TGFBR2 is a serine/threonine protein kinase that belongs to the transforming growth-factor β (TGFβ) family (PMID: 22992590). TGFß signaling controls multiple biological processes including cellular proliferation, differentiation and tissue homeostasis (PMID: 22992590, 11057902). TGFBR2 is a type II receptor that heterodimerizes with other TGFß receptor family members to initiate downstream signaling (PMID: 22992590). Following TGFß-family ligand activation, TGFBR2 phosphorylates its dimerization partner and induces phosphorylation of downstream effectors such as the SMAD proteins, which control gene regulation (PMID: 22992590, 18662538). Germline mutations in TGFBR2 have been identified in the autosomal Loeys-Dietz syndrome type 2 and Marfan syndromes (PMID: 15731757, 15235604, 8317497). TGFBR2 mutations associated with Loeys-Dietz syndrome were shown in cell lines to inactive the receptor function (PMID: 15235604). Somatic mutations in TGFBR2 are infrequent in human cancer; however, loss-of-function mutations have been identified in gastrointestinal and pancreatic cancers (PMID: 22992590, 11057902). Targeting of the TGFß pathway is being explored as a therapeutic approach in multiple cancers (PMID: 11057902, 18662538) and small molecule inhibitors targeting the kinase activity of TGFß receptors have entered clinical trials (PMID: 11057902, 18662538).	True
ENST00000179259	NM_020375	ENST00000179259	NM_020375	57103	TIGAR	True			TIGAR, a TP53-regulated phosphatase, is infrequently altered in cancer.	TIGAR, also known as C12orf5, encodes for a phosphatase that primarily functions in the inhibition of glycolysis by reducing fructose 2,6-bisphosphate through its conserved catalytic domain (PMID: 19015259). Through translocation to various organelles under different stress stimuli, TIGAR has been identified to regulate other cellular processes including cell cycle arrest, DNA damage repair regulation, apoptosis and production of reactive oxygen species (PMID: 25928429, 24872551, 25085248, 23185017). Overexpression of TIGAR in various cancer cells and xenograft models induces increased cellular proliferation, cellular invasion, tumor progression and suppression of apoptosis and autophagy, suggesting that TIGAR functions predominantly as an oncogene (PMID: 31799200, 31983610, 19713938, 26212201). Amplification of TIGAR has been identified in various types of cancer, including colon cancer, breast cancer and glioblastoma (PMID: 23726973, 21820150, 22887998).	False
ENST00000376499	NM_001303103.1	ENST00000376499	NM_001303103.1	7088	TLE1	False			TLE1, a transcriptional repressor, is altered by overexpression and deletion in various cancer types.	TLE1 is a transcriptional co-repressor that is a member of the Groucho (Gro)/Transducin-like enhancer (TLE) of split family proteins (PMID: 1303260, 27852056). The TLE family of transcriptional regulators cannot bind DNA but function as adaptor proteins that modulate the activity of transcription factors, such as RUNX, NKX and HES family transcription factors (PMID: 27852056, 10825294). TLE1 functions as a homotetramer that recruits both epigenetic and transcriptional effector proteins to allow for remodeling of chromatin and repression of gene expression (PMID: 27852056, 29069783). TLE1 binds cofactors that mediate the activity of several signaling pathways including NOTCH, WNT and NF-KB (PMID: 27852056, 30563890). Expression of TLE1 has been implicated in a variety of cellular activities including cell fate specification, inflammation, hematopoiesis and apoptosis, among others (PMID: 27852056, 29069783, 30045946). TLE1 can function as either a tumor suppressor or oncogene in different cancer types, suggesting that TLE1 has context-specific roles in cancer progression (PMID: 27852056). Overexpression of TLE1 is found in patients with synovial sarcoma, lung cancer or invasive breast cancer, while the TLE1 gene is located in the 9q region that is commonly deleted in acute myeloid leukemia (PMID: 30563890, 27568668, 17255769, 27655370, 18258796). Specifically, in synovial sarcomas, TLE1 interacts with the SS18-SSX fusion to promote WNT-mediated gene expression programs (PMID: 26905812).	False
ENST00000262953	NM_003260.4	ENST00000262953	NM_003260.4	7089	TLE2	False			TLE2, a transcriptional repressor, is altered by overexpression in various cancer types.	TLE2 is a transcriptional co-repressor that is a member of the Groucho (Gro)/Transducin-like enhancer (TLE) of split family proteins (PMID: 1303260, 27852056). The TLE family of transcriptional regulators cannot bind DNA but function as adaptor proteins that modulate the activity of transcription factors, such as RUNX, NKX and HES family transcription factors (PMID: 27852056, 10825294, 11283267). TLE2 functions as a homotetramer that recruits both epigenetic and transcriptional effector proteins to DNA to allow for remodeling of chromatin and repression of gene expression (PMID: 27852056, 29069783). While TLE1 is the most well-studied TLE family member, TLE2 has been shown to bind cofactors that mediate the activity of several signaling pathways including NOTCH and WNT (PMID: 27852056, 9874198, 8808280). Expression of TLE2 has been implicated in a variety of cellular activities including cell fate specification, neuronal development and inflammation, among others (PMID: 9572356, 18778483, 20356955, 9887105). Overexpression of TLE2 is found in patients with early grade astrocytomas and pituitary adenomas (PMID: 16896313, 16288009).	False
ENST00000558939	NM_005078.3	ENST00000558939	NM_005078.3	7090	TLE3	False			TLE3, a transcriptional repressor, is altered by mutation in various cancer types.	TLE3 is a transcriptional co-repressor that is a member of the Groucho (Gro)/Transducin-like enhancer (TLE) of split family proteins (PMID: 27852056, 8989517). The TLE family of transcriptional regulators cannot bind DNA but function as adaptor proteins that modulate the activity of transcription factors, such as RUNX, NKX, and WNT family transcription factors (PMID: 27852056). TLE3 functions as a homotetramer or heterooligomer that recruits both epigenetic and transcriptional effector proteins to DNA to allow for remodeling of chromatin and repression of gene expression (PMID: 28689657, 25223786). TLE3 binds cofactors that mediate the activity of several signaling pathways including NOTCH and WNT (PMID: 30894540, 30894540). Expression of TLE3 has been implicated in a variety of cellular activities including cell fate specification, adipocyte development, osteoblast differentiation, proliferation and metastasis, among others (PMID: 28607151, 27298623, 26172616, 25779673, 21459326). TLE3 predominantly functions as a tumor suppressor by repressing gene targets involved in metastasis; however, TLE3 has also been found to promote proliferation in some cancer types, suggesting context-specific roles in cancer progression (PMID: 30719233, 29374067, 27669982). In prostate cancer, specific FOXA1 mutations disrupt an interaction with TLE3, resulting in loss of TLE3-mediated repression of WNT signaling and metastasis (PMID: 31243372).	False
ENST00000376552	NM_007005.4	ENST00000376552	NM_007005.4	7091	TLE4	False			TLE4, a transcriptional repressor, is altered by mutation and deletion in various cancer types.	TLE4 is a transcriptional co-repressor that is a member of the Groucho (Gro)/Transductin-like enhancer (TLE) of split family proteins (PMID: 27852056). The TLE family of transcriptional regulators cannot bind DNA but function as adaptor proteins that modulate the activity of transcription factors, such as RUNX, NKX, and WNT family transcription factors (PMID: 27852056, 27486062, 10825294). TLE4 functions as a homotetramer or heterooligomer that recruits both epigenetic and transcriptional effector proteins to DNA to allow for remodeling of chromatin and repression of gene expression (PMID: 22169276). TLE4 binds cofactors that mediate the activity of several signaling pathways including NOTCH and WNT (PMID: 27486062, 15499562). Expression of TLE4 has been implicated in a variety of cellular activities including cell fate specification, immune regulation, neuronal development, metastasis and inflammation, among others (PMID: 30045946, 29395907, 27486062, 25153823). TLE4 can function as either a tumor suppressor or oncogene in different cancer types, suggesting that TLE4 has context-specific roles in cancer progression. The TLE4 gene is located in the 9q region that is commonly deleted in acute myeloid leukemia, while loss of TLE4 expression has found to be growth promoting in other cancer types such as colorectal cancer (PMID: 26701208, 18258796).	False
ENST00000370196	NM_005521.3	ENST00000370196	NM_005521.3	3195	TLX1	True			TLX1, a transcription factor, is recurrently altered by chromosomal rearrangement in T-cell acute lymphoblastic leukemia.	TLX1 (also HOX11) is a transcription factor that is a member of the NK-like subfamily of homeobox genes (PMID: 19835636). TLX1 functions predominantly as a transcriptional repressor at T-cell lineage-specific enhancers and antagonizes NOTCH1 (PMID: 26108691). In collaboration with the transcription factor STAT5, TLX1 binds enhancer regions of genes that drive leukemic gene expression programs including BCL2 and MYC (PMID: 19835636). TLX1 is not expressed in the hematopoietic system; however, TLX1 activation is observed in several hematopoietic malignancies (PMID: 21326611). Transcriptional activity of TLX1 has been associated with several cellular functions including transformation, mitotic checkpoint control, and genome stability (PMID: 20972433, 9009195, 7905617). TLX1 downregulates the mitotic checkpoint gene CHEK2, leading to aneuploidy in TLX1-positive human and murine leukemic tumors (PMID: 20972433). Expression of TLX1 in several distinct murine models results in the development of T-ALL, with T cells typically arresting at the cortical stage of development (PMID: 20972433, 21326611). Recurrent TLX1 fusions are found in patients with T-acute lymphocytic leukemia (T-ALL) (PMID: 1676542). These rearrangements place TLX1 under the control of T-cell strong enhancers, suggesting that TLX1 functions predominantly as an oncogene (PMID: 27451956).	False
ENST00000296921	NM_021025.2	ENST00000296921	NM_021025.2	30012	TLX3	True			TLX3, a transcription factor involved in neuronal differentiation, is recurrently altered by chromosomal rearrangement in T-cell acute lymphoblastic leukemia.	TLX3 (also HOX11L2) is a transcription factor that is a member of the NK-like subfamily of homeobox genes (PMID: 19835636). Expression of TLX3 is highest in the central nervous system, where it mediates glutamatergic neuronal differentiation (PMID: 11581159, 15064766, 27452274). TLX3 also functions as a transcriptional repressor at T-cell lineage-specific enhancers, similar to the closely related family member TLX1 (PMID: 30107177, 22516263, 22366949). TLX3 is not expressed in the hematopoietic system; however, TLX3 activation is found in leukemias (PMID: 12086890, 12454747). Expression of TLX3 in hematopoietic assays demonstrates restricted T cell differentiation at the cortical stage, likely due to transcriptional interactions with ETS1 and reduced T-cell receptor activity (PMID: 22516263). TLX3 mediates the expression of genes involved in T-cell differentiation and interacts with chromatin modifiers to regulate transcription (PMID: 29296717, 26258652). Transcriptional activity of TLX3 has been associated with several cellular functions including transformation, proliferation, and invasion (PMID: 16804919, 29296717). Recurrent TLX3 fusions are found in patients with T-cell acute lymphocytic leukemia (T-ALL) (PMID: 27451956, 28671688). These rearrangements lead to TLX3 activation by positioning TLX3 under the control of T-cell mediated regulatory units, suggesting that TLX3 functions predominantly as an oncogene (PMID: 27451956).	False
ENST00000258439	NM_001193304.2	ENST00000258439	NM_001193304.2	55654	TMEM127	False			TMEM127, a transmembrane protein, is infrequently altered in cancer.	TMEM127 (transmembrane protein 127) encodes a tumor suppressor protein with three predicted transmembrane domains. In vitro experiments confirm the localization of TMEM127 at the plasma membrane and indicate a tumor-suppressor role through reduction of mTORC1 activity, demonstrated by phosphorylation of the mTOR effector, S6K, upon TMEM127 depletion (PMID: 20923864, 20154675, 21156949). The latter has also been shown in a tissue sample from a patient with pheochromocytoma (PMID: 20923864). Cell line studies suggest that the failure of mutated TMEM127 to inhibit mTORC1 is due to loss of association with the mTOR inhibitor RAB5. Truncating germline variants in TMEM127, often in concert with loss of heterozygosity at its genomic locus, confer increased risk for pheochromocytoma and paraganglial tumors (PMID: 20923864, 20154675, 21156949, 22541004, 21613359). TMEM127 mutations have also been observed in renal cell carcinoma (PMID: 24334765).	True
ENST00000398585	NM_001135099.1	ENST00000398585	NM_001135099.1	7113	TMPRSS2	False			TMPRSS2, a transmembrane serine protease, is recurrently altered by chromosomal rearrangements in prostate cancer.	TMPRSS2 is a transmembrane serine protease that functions to cleave substrates in epithelial cells. Although its role in normal epithelial cells is not well understood, TMPRSS2 is highly expressed in the prostate epithelium and is an androgen responsive gene (PMID:11245484). TMPRSS2 can cleave components of the tumor microenvironment, such as pro-HGF (hepatocyte growth factor) to promote invasion and metastasis (PMID: 25122198). TMPRSS2 is recurrently fused to ETS-family transcription factors in about 50% of primary prostate cancers, including the TMPRSS2-ERG and TMPRSS2-ETV1 fusions, resulting in overexpression of these ETS family members (PMID: 16254181). TMPRSS2 gene fusions in prostate cancer often occur in the setting of PTEN loss and subsequent PI3-kinase pathway activation (PMID:19396168,19396167). In these cancers, ETS transcription factors modify the chromatin landscape of prostate cancer cells, allowing for increased androgen receptor (AR) binding and priming prostate cancer initiation in response to PTEN loss (PMID: 23817021, 28783165).	False
ENST00000237289	NM_006290.3	ENST00000237289	NM_006290.3	7128	TNFAIP3	False			TNFAIP3 encodes an enzyme involved in regulation of the NF-κB pathway. Mutations of TNFAIP3 are found in lymphomas and leukemias.	TNFAIP3 encodes TNF alpha induced protein 3 that is induced by Tumor necrosis factor (TNF) alpha and regulates the NF-κB pathway (PMID: 11009421). TNFAIP3 has ubiquitin ligase and de-ubiquitination activities that suppress the NF-κB pathway (PMID: 15258597). Its activity is important in regulating B-cell survival and apoptosis, inflammatory response, and dendritic cell function in regulating T-cells (PMID: 20705491, 18311150, 25043000). Polymorphisms in TNFAIP3 are associated with many autoimmune diseases such as systemic lupus erythematosus, Sjögren's syndrome, multiple sclerosis, and rheumatoid arthritis (PMID:19165919, 25684197, 24097067,17982455). Germline loss of function mutations are associated with autoimmune disease (PMID: 26642243). Mutations are found in B-cell lymphomas, T-cell large granular lymphocytic (LGL) leukemia, and peripheral T-cell lymphomas (PMID: 19412163, 21115979, 21625233, 26199174). TNFAIP3 mutation has been associated with transformation of lymphomas to more aggressive disease and varying prognosis depending on subtype (PMID: 24362818, 23327292, 21266526).	True
ENST00000355716	NM_003820.2	ENST00000355716	NM_003820.2	8764	TNFRSF14	False			TNFRSF14, a cell surface receptor in the tumor necrosis factor family, is recurrently altered by mutation and deletion in hematologic malignancies.	TNFRSF14 (also HVEM) is a cell surface receptor in the tumor necrosis factor family (PMID: 8898196). It is expressed on several types of cells, including T cells, B cells, NK cells, dendritic cells, and myeloid cells, as well as non-lymphoid organs including lung, liver and kidney (PMID: 9162061). TNFRSF14 is a tumor suppressor and immunogenicity regulation factor and is capable of sending both stimulatory and inhibitory signals to T cells depending on the particular ligand it binds (PMID: 23023713, 20884631). Mutations in TNFRSF14 has been demonstrated in the pathogenesis of both diffuse large B-cell lymphoma (PMID: 22343534 ) and follicular lymphoma (FL) (PMID: 20884631, 24435047, 24162788, 21941365). These mutations are associated with high-risk clinical features, and patients with a mutation in TNFRSF14 responded poorly to rituximab (PMID: 20884631). Recurrent copy number loss of the region containing TNFRSF14 was observed in 42% of the cases with classical Hodgkin lymphoma (CHL) (PMID:26650888). Finally, TNFRSF14 expression is deregulated in colorectal cancer (PMID: 25750286), hepatocellular carcinoma (PMID: 25468715) and esophageal squamous cell carcinoma (PMID:24249528).	True
ENST00000053243	NM_001192	ENST00000053243	NM_001192	608	TNFRSF17	True			TNFRSF17, a transmembrane glycoprotein primarily expressed on the surface of B lymphocytes, is altered by amplification in multiple myeloma.	TNFRSF17, a member of the TNF-receptor superfamily, encodes for a transmembrane glycoprotein TNF receptor expressed primarily on mature B lymphocytes and functions in B-cell activating factor (BAFF) recognition (PMID: 8165126, 1396583). TNFRSF17 mediates the development of the B lymphocytes and their autoimmune response through interaction with ligands BAFF and APRIL (PMID: 16116167). Overexpression of TNFRSF17 in various cancer cell lines and models induces tumor growth and angiogenesis, suggesting that TNFRSF17 functions predominantly as an oncogene (PMID: 27127303, 21642598, 30131941). TNFRSF17 amplification has been identified in multiple myeloma (PMID: 22804669, 27127303, 26960399).	False
ENST00000338784	NM_003808	ENST00000338784	NM_003808	8741	TNFSF13	True			TNFSF13, a tumor necrosis factor receptor ligand, is infrequently altered in cancer.	TNFSF13, a member of the tumor necrosis factor (TNF) ligand family, encodes the proliferation-inducing ligand for the TNF receptors TNFRSF13B and TNFRSF17 (PMID: 33036273, 30131941). Through binding these receptors, TNFSF13 functions in B cell and T cell activation, survival and proliferation to regulate humoral immunity response (PMID: 19828625, 10973284, 14707116). TNFSF13 has been identified to have three transcript variants encoding distinct isoforms as a result of alternative splicing (PMID: 10706119). Overexpression of TNFSF13 in mouse models and cancer cell lines induces increased tumor growth, migration and proliferation, suggesting that TNFSF13 functions primarily as an oncogene (PMID: 24436270, 17190854, 19573525, 16793914, 30819903). Amplification of TNFSF13 can also be accompanied by the amplification of driver oncogenes, such as EGFR and PDK4, and the deletion and mutation of tumor suppressor genes, such as CDKN2A and PTEN (PMID: 34712225). TNFSF13 overexpression and mutation has been identified in various cancers, including breast cancer and multiple myeloma (PMID: 18366696, 30135465, 25750171).	False
ENST00000409379	NM_013432	ENST00000409379	NM_013432	4796	TONSL	False			TONSL, a DNA repair protein, is altered by amplification in breast cancer.	TONSL encodes the Tonsoku-like DNA repair protein, which is a multi-domain scaffold protein that plays a critical role in resistance to replication stress and maintaining genome integrity. TONSL interacts with various DNA replication and repair factors including anti-silencing function 1 (ASF1), minichromosome maintenance complex component helicases (MCM helicases), H3 and H4 histones and methanesulfonate sensitivity protein 22-like protein (MMS22L) (PMID: 32959051, 30773278). TONSL, in a heterodimer complex with MMS22L, is involved in repairing spontaneous DNA lesions through homologous recombination (PMID: 30773278). The MMS22L-TONSL complex functions in the DNA damage response upon replication fork collapse and to mediate recovery from replicative stress (PMID: 36622344, 37057595). The MMS22L-TONSL complex is recruited by replication protein A (RPA1, RPA2, and RPA3) to sites of stalled replication forks during normal S-phase replication and promotes homologous recombination by facilitating the assembly of RAD51 (PMID 30773278, 30773277, 32959051). TONSL is thought to negatively regulate NF-kappa-B by binding to NF-kappa-B complexes and trapping them in the cytoplasm, preventing them from interacting with DNA ((PMID: 30723051, 31158361). NF-kappa-B complexes can then enter the nucleus upon phosphorylation and ubiquitination of TONSL (PMID: 30723051). Overexpression of TONSL in human gastric cancer cell lines reduces cellular proliferation and colony formation and negatively regulates migration and invasion compared to control cells (PMID: 31158361). Breast primary cells overexpressing TONSL have demonstrated upregulated DNA repair via homologous recombination (PMID: 37057595). Amplification of the TONSL gene is found in breast, liver, lung, esophageal, and cervical cancer (PMID: 37057595, 30723051, 31158361) and mutations in TONSL have been identified in individuals with Sponastrime dysplasia (PMID 32959051, 30773278).	False
ENST00000361337	NM_003286.2	ENST00000361337	NM_003286.2	7150	TOP1	True			TOP1, a DNA topoisomerase, is infrequently altered in cancer.	TOP1 (DNA topoisomerase 1) is a DNA topoisomerase that catalyzes the decatenation of DNA entanglements that occur during transcription (PMID: 12042765). This transesterification reaction results in the breaking of a DNA strand and subsequent rejoining (PMID: 25693836). Amplification of TOP1 in yeast and cancer cell lines induces genomic instability and susceptibility to DNA damage, suggesting that TOP1 functions primarily an oncogene (PMID: 11353773, 28961461, 36170822). TOP1 overexpression has been identified in various cancers, including breast cancer, ovarian cancer and liver cancer (PMID: 33144457, 26207989, 30132517). TOP1 amplification may be sensitive to treatment with TOP1 inhibitors, such as evodiamine and nitidine chloride (PMID: 26207989, 30132517). Acquired mutations in TOP1 have been identified to confer resistance to TOP1 inhibition (PMID: 21619602, 23836376, 11844605, 16546964, 21978643).	False
ENST00000423485	NM_001067	ENST00000423485	NM_001067	7153	TOP2A	True			TOP2A, a DNA topoisomerase, is altered in various cancers.	TOP2A is one of two isoforms of DNA topoisomerase II that plays a key role in resolving topological DNA entanglements during transcription by creating temporary double stranded breaks in the DNA phosphodiester backbone (PMID: 31216997, 36678591). In normal cells, TOP2A assists chromosome condensation and chromatid separation during interphase and mitosis and expression levels of TOP2A peak during the G2/M phase of the cell cycle (PMID: 31216997). Cancer cells take advantage of TOP2A function to alleviate DNA replication and transcription stress created by the rapid pace of malignant cell growth (PMID: 36678591). Suppression of TOP2A lengthens the duration of mitosis and causes severe defects in chromosome separation, rendering cells unable to complete the cell cycle (PMID: 35778520, 22067657, 25328138). Overexpression of TOP2A is seen in many cancer types including carcinomas, sarcomas, diffuse large B-cell lymphoma, and lower-grade glioma, and is usually associated with aggressive disease and a less favorable prognosis (PMID: 35778520, 23533247). Multiple studies have demonstrated that knockdown of TOP2A reduces oncogenesis suggesting that TOP2A functions as an oncogene (PMID: 29761838, 2976183). Anthracycline agents that target TOP2A, including aclarubicin, have demonstrated efficacy in adrenocortical carcinoma cell lines (PMID: 23533247, 30519354). While topoisomerase II inhibitors such as doxorubicin, etoposide, and teniposide are widely used in clinical practice, optimizing selective topoisomerase II agents is an ongoing area of research (PMID: 37094479). TOP2A is also the target of a preclinical vaccine that both reduces tumor incidence and decreases tumor growth of triple-negative breast cancer in mice (PMID: 37880313).	False
ENST00000269305	NM_000546.5	ENST00000269305	NM_000546.5	7157	TP53	False	3A		TP53, a tumor suppressor in the DNA damage pathway, is the most frequently mutated gene in cancer.	TP53 encodes the p53 tumor suppressor protein, a transcription factor that responds to cellular stresses, including DNA damage and oncogenic activation, by inducing downstream anti-tumor responses such as DNA repair and apoptosis (PMID: 11099028). p53 levels are kept low in healthy cells due to negative regulation by MDM2/4, Cop1 and Trim24 and constant degradation by the ubiquitin-proteasome system (PMID: 36859359, 36207426). When DNA is damaged, a network of pathways is activated to detect and repair lesions in a cell- and context-specific manner (PMID: 36207426). p53 is rapidly phosphorylated by upstream regulators such as ATM, ATR, and CHL1/2, which results in the accumulation of stable p53 (PMID: 36207426). p53 then binds to specific DNA sequences to direct the expression of a wide variety of genes, including those involved in apoptosis, cell cycle arrest, DNA repair, senescence, stem cell differentiation, autophagy, cellular metabolism, and others (PMID: 27141080, 36859359, 36207426). Oncogenic mutations of TP53 often result in the dysregulation of p53 function, usually due to structural changes in the DNA binding domain (PMID: 36859359). Loss of p53 function can have various outcomes including tumorigenesis, invasion and metastasis, drug resistance, metabolic reprogramming, immune evasion and overall genomic instability (PMID: 36859359). TP53 is the most commonly mutated gene in human cancers, and germline mutations occur in the cancer predisposition syndrome Li-Fraumeni (PMID: 22713868, 21765642). Clinical and preclinical research into drugs that target TP53 is ongoing, notably with MDM2 inhibitors that aim to restore p53 function and are being tested in combination with other cancer therapies (PMID: 36859359, 37818252).	True
ENST00000382044	NM_001141980.1	ENST00000382044	NM_001141980.1	7158	TP53BP1	False			TP53BP1, a tumor suppressor and DNA repair protein, is altered by mutation or deletion in various cancer types, most frequently in skin cancers.	The TP53BP1 gene encodes a protein originally identified as a partner of tumor suppressor gene TP53. TP53BP1 plays a role in DNA damage recognition and DNA repair (PMID: 12364621, 21144835, 17190600, 18804090). Tumor suppressor roles for TP53BP1 have been described in several cancers, mostly related to functions of TP53, BRCA1 and ATM, although some contradictory results exist (PMID: 15970701, 17546051, 15279780, 12447382, 22266878, 20453858, 24681733). TP53BP1 is predominantly mutated in skin cancers such as cutaneous squamous cell carcinomas and melanomas (cBioPortal, MSKCC, Dec. 2016).	True
ENST00000264731	NM_003722.4	ENST00000264731	NM_003722.4	8626	TP63	False			TP63, a transcription factor, is recurrently altered by chromosomal rearrangement in hematologic malignancies.	TP63 is a member of the TP53 family of transcription factors. The TP63 protein exists as two different isoforms due to usage of alternative promoters, producing variants with (TAp63) and without (ΔNp63) the N-terminal transactivation domain (TAD) (PMID: 23344544). TP63 transactivates downstream target genes in collaboration with TP53 and TP73, however, the TAp63 and ΔNp63 isoforms have opposing cellular functions (PMID: 24488880). TAp63 has been implicated as a tumor suppressor and plays a role in the regulation of apoptosis, cell cycle arrest, response to DNA damage, suppression of metastasis, and transactivation of TP53 family target genes (PMID: 16601753, 21760596). ΔNp63 antagonizes TP53/TAp63/TP73 transactivation of target genes by competing for TAp63 binding sites and blocking transactivation, leading to cellular proliferation (PMID: 23344544). ΔNp63 has been shown to inhibit oxidative-stress induced death and inhibits apoptosis (PMID: 29212036). TP63 is most highly expressed in epithelial cells and neurons and loss of TP63 in mouse models result in depletion of epithelial patterning (PMID: 10227293, 10227294). Expression of TP63 has also been identified as a stem cell marker in several contexts (PMID: 23344544). Germline alterations in TP63 have been associated with several disorders including ectodermal dysplasia and cleft lip/ palate syndrome (EEC) and limb mammary syndrome (LMS), among others; however, these patients do not have increased cancer risk (PMID: 17224651). Somatic mutations in TP63 are relatively infrequent in human malignancies. However, TP63 has been associated with overexpression and amplification in squamous tumors (PMID: 15754296). Translocations of TP63 have also been found in hematopoietic malignancies (PMID: 24893616, 22496164).	False
ENST00000368530	NM_152263.3	ENST00000368530	NM_152263.4	7170	TPM3	True			TPM3, a tropomyosin, is frequently altered by chromosomal rearrangement in various cancers.	TPM3, a member of the tropomyosin family of actin-binding proteins, encodes for a tropomyosin that functions in the regulation of actin filaments in muscle and non-muscle cells (PMID: 25783006, 38003645). TPM3 interacts with the troponin complex and caldesmon to regulate calcium-dependent vertebrate striated muscle contraction and smooth muscle contraction, respectively (PMID: 37936227, 33341060). Mutations of TPM3 have been associated with the congenital myopathies cap myopathy, congenital fiber-type disproportion and nemaline myopathy (PMID: 19553118, 18300303, 33768912). Overexpression of TPM3 in various cancer cell lines and models induces cellular proliferation, migration and invasion, suggesting that TPM3 functions predominantly as an oncogene (PMID: 34532475, 28138712, 34532475). TPM3 is a recurrent fusion partner of various tyrosine kinases, including ALK, ROS1 and NTRK1 (PMID: 10934142, 24962792, 37584407). TPM3 chromosomal rearrangements have been identified in various cancers, including non-small cell lung cancer, inflammatory myofibroblastic tumors and anaplastic large cell lymphoma (PMID: 37584407, 10934142, 10216106).	False
ENST00000309983	NM_000367.2	ENST00000309983	NM_000367.5	7172	TPMT	False			TPMT, a thiopurine S-methyltransferase, is infrequently altered in cancer.	TPMT encodes for a thiopurine S-methyltransferase enzyme that functions in the S-methylation of aromatic and heterocyclic sulphydryl compounds (PMID: 7603453, 9103127). Thiopurine therapeutics used in the treatment of autoimmune disorders and acute lymphoblastic leukemia, such as azathioprine, 6-mercaptopurine and 6-thioguanine, are metabolized through TPMT enzymatic activity (PMID: 12269967, 10580024, 16207256). TPMT is an essential pharmacogenomic biomarker in hematologic malignancies as genetic polymorphisms can affect TPMT activity and prevent thiopurine drug metabolism, leading to hematopoietic toxicity (PMID: 9177237, 34412101, 18600523). Although the oncogenic role of TPMT has not been characterized, TPMT has been identified to be significantly downregulated in colorectal cancer, suggesting a possible role as a tumor suppressor gene (PMID: 35023953).	False
				6955	TRA	True			TRA, the α-chain of the T-cell receptor, is recurrently altered by chromosomal rearrangement in T-cell acute lymphoblastic leukemia.	TRA is the T-cell receptor A locus which encodes the α-chain of the T-cell receptor (TCR) (PMID: 29261409, 25484883). TCRs are protein complexes found on the surface of T cells that engage antigens associated with major histocompatibility complex (MHC) molecules on antigen presenting cells (PMID: 16087711). T cells are important in coordinating effector and memory immune responses in response to antigen display (PMID: 24292902). MHC class I molecules are recognized by TCRs on CD8+ T cells and MHC class II molecules are recognized by TCRs on CD4+ T cells (PMID: 6504140, 25484883). Most TCRs are composed of α and β heterodimers (encoded by TRA and TRB), with a fraction of TCRs composed of γ and δ subunits (PMID: 29261409, 20164930). TRA proteins share substantial homology to immunoglobulin proteins and exhibit sequence diversity following recombination and thymic selection (PMID: 24830344). Engagement of antigen-presenting MHC class proteins with TRA/TRB heterodimers results in conformational changes and activation of downstream pathways leading to activation of TCR-mediated signaling (PMID: 29261409). TRA rearrangements are recurrently found in patients with T-acute lymphoblastic leukemias, typically leading to activation of the fusion partner (PMID: 29279377, 28671688). Chimeric antigen receptor T cell (CAR-T) therapy is FDA-approved for patients with non-Hodgkin lymphoma and diffuse large B-cell lymphoma, in which cancer cells from patients are engineered to express TCRs that are recognized by the immune system (PMID: 29914976, 29539277, 29113977).	False
