grch37Isoform	grch37RefSeq	grch38Isoform	grch38RefSeq	entrezGeneId	hugoSymbol	oncogene	highestSensitiveLevel	highestResistanceLevel	summary	tsg	highestResistancLevel
ENST00000412585	NM_005514.6	ENST00000412585	NM_005514.6	3106	HLA-B	FALSE			HLA-B, an MHC class I component involved in antigen presentation to the immune system, is infrequently altered in cancer.	TRUE	
ENST00000376228	NM_002117.5	ENST00000376228	NM_002117.5	3107	HLA-C	FALSE			HLA-C, an MHC class I component involved in antigen presentation to the immune system, is infrequently altered in cancer.	TRUE	
ENST00000257555	NM_000545.5	ENST00000257555	NM_000545.5	6927	HNF1A	FALSE			HNF1A, a transcription factor, is altered by mutation in various cancer types. Germline mutations of HNF1A are associated with Maturity Onset Diabetes of Young (MODY3) and hepatic adenomas familial (HEPAF), while somatic inactivating mutations are found in a diverse range of cancers.	TRUE	
ENST00000290295	NM_006361.5	ENST00000290295	NM_006361.5	10481	HOXB13	TRUE			HOXB13, a transcription factor, is altered by mutation in various cancer types. Germline mutations of HOXB13 predispose to certain cancers, including prostate cancer.	TRUE	
ENST00000311189	NM_001130442.1	ENST00000311189	NM_001130442.1	3265	HRAS	TRUE	3A		HRAS, a GTPase, is altered in a diverse range of cancers including head and neck squamous cell carcinoma, thyroid, and bladder cancer.	FALSE	
ENST00000407780	NM_015259.4	ENST00000407780	NM_015259.4	23308	ICOSLG	TRUE			ICOSLG, an immune costimulatory ligand, is altered by mutation in primary immunodeficiencies.	FALSE	
ENST00000374561	NM_002167.4	ENST00000374561	NM_002167.4	3399	ID3	FALSE			ID3 encodes a helix-loop-helix protein involved in transcription. Mutations and overexpression of ID3 are found in a variety of cancers.	TRUE	
ENST00000345146	NM_005896.2	ENST00000345146	NM_005896.2	3417	IDH1	TRUE	1		IDH1, a cell metabolism enzyme, is recurrently mutated in various cancer types including acute myeloid leukemia and gliomas.	FALSE	
ENST00000330062	NM_002168.2	ENST00000330062	NM_002168.2	3418	IDH2	TRUE	1		IDH2, a cell metabolism enzyme, is recurrently mutated in various cancer types including acute myeloid leukemia, glioblastoma, and cholangiocarcinoma.	FALSE	
ENST00000367739	NM_000416.2	ENST00000367739	NM_000416.2	3459	IFNGR1	FALSE			IFNGR1, a subunit of the interferon-γ receptor, is altered by deletion in metastatic melanomas that are resistant to immunotherapy.	TRUE	
ENST00000307046	NM_001111285.1	ENST00000307046	NM_001111285.1	3479	IGF1	TRUE			IGF1, an insulin growth factor, is infrequently altered by mutation in various cancer types.	FALSE	
ENST00000268035	NM_000875.3	ENST00000650285	NM_000875.3	3480	IGF1R	TRUE			IGF1R, an insulin growth factor receptor, is altered by mutation in various cancer types.	FALSE	
ENST00000434045	NM_001127598.1	ENST00000434045	NM_001127598.1	3481	IGF2	TRUE			IGF2, an insulin growth factor, is frequently altered by overexpression in various cancer types, including Wilms tumors. Loss of imprinting of IGF2 is associated with Beckwith-Wiedemann syndrome and predisposes to several pediatric cancers.	FALSE	
ENST00000367120	NM_014002.3	ENST00000581977	NM_014002.3	9641	IKBKE	TRUE			IKBKE, an intracellular kinase, is altered by mutation and overexpression in various cancer types.	FALSE	
ENST00000331340	ENST00000331340	ENST00000331340	ENST00000331340	10320	IKZF1	FALSE			IKZF1 encodes a transcription factor involved in lymphocyte development. Loss-of-function alterations of IKZF1 are frequently found in B-cell acute lymphocytic leukemia.	FALSE	
ENST00000346872	NM_012481.4	ENST00000346872	NM_012481.4	22806	IKZF3	TRUE			IKZF3, a hematopoietic-specific transcription factor, is altered by mutation and deletion in hematopoietic malignancies.	TRUE	
ENST00000423557	NM_000572.2	ENST00000423557	NM_000572.2	3586	IL10	FALSE			IL10, an anti-inflammatory cytokine, is not commonly mutated in cancer.	FALSE	
ENST00000296870	NM_000588.3	ENST00000296870	NM_000588.3	3562	IL3	TRUE			IL3, a cytokine involved in immune regulation, is altered by chromosomal rearrangement in acute lymphoblastic leukemia.	FALSE	
ENST00000303115	NM_002185.3	ENST00000303115	NM_002185.3	3575	IL7R	TRUE			IL7R, a subunit of the interleukin 7 receptor, is altered in various hematologic malignancies including pediatric acute lymphoblastic leukemia.	FALSE	
ENST00000243786	NM_002191.3	ENST00000243786	NM_002191.3	3623	INHA	FALSE			INHA, a regulator of gonadal hormone secretion, is altered by mutation in various cancer types.	TRUE	
ENST00000242208	NM_002192.2	ENST00000242208	NM_002192.2	3624	INHBA	TRUE			INHBA, a regulator of gonadal hormone secretion, is altered by mutation in various cancer types.	TRUE	
ENST00000074304	NM_001134224.1	ENST00000074304	NM_001134224.1	3631	INPP4A	FALSE			INPP4A, a lipid phosphatase involved in PI3K signaling, is altered in various cancer types including mesothelioma and asbestos-exposed lung adenocarcinoma.	FALSE	
ENST00000262992	NM_001101669.1	ENST00000262992	NM_001101669.1	8821	INPP4B	FALSE			INPP4B, a lipid phosphatase involved in PI3K signaling, is altered by mutation in various cancer types.	TRUE	
ENST00000298229	NM_001567.3	ENST00000298229	NM_001567.3	3636	INPPL1	FALSE			INPPL1, a lipid phosphatase involved in PI3K signaling, is altered by amplification in various cancer types including breast cancer.	TRUE	
ENST00000302850	NM_000208.2	ENST00000302850	NM_000208.2	3643	INSR	TRUE			INSR, a receptor tyrosine kinase involved in insulin signaling, is altered by chromosomal rearrangement in colorectal cancers. Germline mutations of INSR are associated with Donohue syndrome.	FALSE	
ENST00000245414	NM_002198.2	ENST00000245414	NM_002198.2	3659	IRF1	FALSE			IRF1, a transcription factor, is infrequently altered by deletion and mutation in hematopoietic malignancies.	TRUE	
ENST00000380956	NM_002460.3	ENST00000380956	NM_002460.3	3662	IRF4	TRUE			IRF4, a transcription factor, is altered by mutation and chromosomal rearrangement in various hematologic malignancies.	FALSE	
ENST00000268638	NM_002163.2	ENST00000268638	NM_002163.2	3394	IRF8	FALSE			IRF8, a transcription factor, is altered by mutation in a variety of hematopoietic malignancies.	TRUE	
ENST00000305123	NM_005544.2	ENST00000305123	NM_005544.2	3667	IRS1	TRUE			IRS1, a signaling molecule involved in insulin signaling, is altered by mutation in various cancer types.	FALSE	
ENST00000375856	NM_003749.2	ENST00000375856	NM_003749.2	8660	IRS2	TRUE			IRS2, a signaling molecule involved in insulin signaling, is altered by amplification and mutation in various cancer types.	FALSE	
ENST00000342505	NM_002227.2	ENST00000342505	NM_002227.2	3716	JAK1	TRUE			JAK1, an intracellular kinase, is frequently altered in hematologic malignancies and gynecological cancers.	TRUE	
ENST00000381652	NM_004972.3	ENST00000381652	NM_004972.3	3717	JAK2	TRUE	3A		JAK2, an intracellular kinase, is frequently altered by mutation or chromosomal rearrangement in hematologic malignancies.	FALSE	
ENST00000458235	NM_000215.3	ENST00000458235	NM_000215.3	3718	JAK3	TRUE			JAK3, a non-receptor tyrosine kinase, is recurrently altered by mutation in hematologic malignancies.	FALSE	
ENST00000341776	NM_004973.3	ENST00000341776	NM_004973.3	3720	JARID2	TRUE			JARID2, an epigenetic complex cofactor, is infrequently altered by mutation and deletion in a diverse range of cancers.	TRUE	
ENST00000371222	NM_002228.3	ENST00000371222	NM_002228.3	3725	JUN	TRUE			JUN, a transcription factor, is altered by amplification and overexpression in various cancer types.	FALSE	
ENST00000265713	NM_006766.4	ENST00000265713	NM_006766.4	7994	KAT6A	FALSE			KAT6A, a histone acetyltransferase, is recurrently altered by translocation in acute myeloid leukemia.	FALSE	
ENST00000395288	NM_016506.5	ENST00000395288	NM_016506.5	55709	KBTBD4	FALSE			KBTBD4, a predicted E3 ligase adaptor protein, is recurrently altered by mutation in medulloblastoma.	FALSE	
ENST00000399788	NM_001042603.1	ENST00000399788	NM_001042603.1	5927	KDM5A	TRUE			KDM5A, a histone methyltransferase, is altered by chromosomal rearrangement and amplification in various cancer types.	FALSE	
ENST00000375401	NM_004187.3	ENST00000375401	NM_004187.3	8242	KDM5C	FALSE			KDM5C, a tumor suppressor and histone demethylase, is altered in various cancers, most frequently in renal cell carcinoma and endometrial cancer.	TRUE	
ENST00000377967	NM_021140.2	ENST00000377967	NM_021140.2	7403	KDM6A	FALSE	4		KDM6A, a histone demethylase, is altered in various cancer types, most frequently in bladder cancer.	TRUE	
ENST00000263923	NM_002253.2	ENST00000263923	NM_002253.2	3791	KDR	TRUE			KDR, a receptor tyrosine kinase, is altered by mutation or amplification in various cancers, most frequently in skin cancers.	FALSE	
ENST00000171111	NM_203500.1	ENST00000171111	NM_203500.1	9817	KEAP1	FALSE			KEAP1, a tumor suppressor and adaptor protein, is recurrently mutated in lung cancer.	TRUE	
ENST00000288135	NM_000222.2	ENST00000288135	NM_000222.2	3815	KIT	TRUE	1	R2	KIT, a receptor tyrosine kinase, is recurrently mutated in gastrointestinal stromal tumors.	FALSE	R2
ENST00000248071	NM_016270.2	ENST00000248071	NM_016270.2	10365	KLF2	FALSE			KLF2, a transcription factor that regulates the activity of NF-κB, is recurrently altered by mutation in splenic marginal zone lymphoma.	TRUE	
ENST00000261438	NM_016531.5	ENST00000261438	NM_016531.5	51274	KLF3	FALSE			KLF3, a transcription factor, is altered by mutation in various cancer types.	TRUE	
ENST00000374672	NM_004235.4	ENST00000374672	NM_004235.4	9314	KLF4	TRUE			KLF4, a transcription factor, is altered by mutation in various cancer types including meningiomas.	TRUE	
ENST00000377687	NM_001730.4	ENST00000377687	NM_001730.4	688	KLF5	TRUE			KLF5, a transcription factor, is altered by amplification and mutation in various cancer types.	FALSE	
ENST00000534358	NM_001197104.1	ENST00000534358	NM_001197104.1	4297	KMT2A	FALSE			KMT2A, a histone methyltransferase, is altered by mutation or deletion in various solid tumors, and by chromosomal rearrangement in various hematologic malignancies.	TRUE	
ENST00000222270	NM_014727.1	ENST00000420124	NM_014727.3	9757	KMT2B	FALSE			KMT2B, a histone methyltransferase, is mutated at low frequencies in various cancer types.	TRUE	
ENST00000262189	NM_170606.2	ENST00000262189	NM_170606.2	58508	KMT2C	FALSE			KMT2C, a tumor suppressor and histone methyltransferase, is altered in various solid and hematologic malignancies.	TRUE	
ENST00000301067	NM_003482.3	ENST00000301067	NM_003482.3	8085	KMT2D	FALSE			KMT2D, a tumor suppressor and histone methyltransferase, is one of the most frequently mutated genes in cancer.	TRUE	
ENST00000330479	NM_020382.3	ENST00000402868	NM_020382.7	387893	KMT5A	FALSE			KMT5A, a methyltransferase and transcriptional repressor, is mutated or amplified at low frequencies in various cancers.	FALSE	
ENST00000249776	NM_033286.3	ENST00000249776	NM_033286.3	90417	KNSTRN	FALSE			KNSTRN, a component of the mitotic spindle, is mutated in cutaneous squamous cell carcinoma.	FALSE	
ENST00000311936	NM_004985	ENST00000311936	NM_004985	3845	KRAS	TRUE	1	R1	KRAS, a GTPase which functions as an upstream regulator of the MAPK and PI3K pathways, is frequently mutated in various cancer types including pancreatic, colorectal and lung cancers.	FALSE	R1
ENST00000339824		ENST00000339824		283455	KSR2	TRUE			KSR2, a MAPK scaffolding protein, is infrequently altered in various cancer types.	FALSE	
ENST00000316157	NM_015155.2	ENST00000316157	NM_015155.2	23185	LARP4B	FALSE			LARP4B, an RNA binding protein, is altered by deletion and mutation in various cancer types.	FALSE	
ENST00000253339	NM_004690.3	ENST00000253339	NM_004690.3	9113	LATS1	FALSE			LATS1, an intracellular kinase involved in Hippo signaling, is recurrently altered by mutation in various cancer types.	TRUE	
ENST00000382592	NM_014572.2	ENST00000382592	NM_014572.2	26524	LATS2	FALSE			LATS2, an intracellular kinase involved in Hippo signaling, is recurrently altered by mutation in various cancer types.	TRUE	
ENST00000336890	NM_001042771.2	ENST00000336890	NM_001042771.2	3932	LCK	TRUE			LCK, a tyrosine kinase that regulates T-cell receptor signaling, is altered by rearrangement in hematologic malignancies.	FALSE	
ENST00000335790	NM_002315.2	ENST00000335790	NM_002315.2	4004	LMO1	TRUE			LMO1, a transcriptional regulator of the cell cycle and metastasis, is altered in the germline of some patients predisposed to neuroblastoma.	FALSE	
ENST00000395833	NM_001142315.1	ENST00000395833	NM_001142315.1	4005	LMO2	TRUE			LMO2, a transcription factor involved in the regulation of hematopoiesis, is recurrently altered by chromosomal rearrangement in T-lymphoblastic leukemia.	FALSE	
ENST00000294304	NM_001291902.1	ENST00000294304	NM_001291902.1	4041	LRP5	TRUE			LRP5, a receptor involved in WNT signaling, is altered by mutation in various cancer types. Germline mutations in LRP5 are associated with familial exudative vitreoretinopathy and bone loss disorders.	TRUE	
ENST00000261349	NM_002336.2	ENST00000261349	NM_002336.2	4040	LRP6	TRUE			LRP6, a receptor involved in WNT signaling, is altered by mutation in various cancer types. Germline mutations in LRP6 are associated with early coronary disease, oligodontia, and bone mass disorders.	FALSE	
ENST00000376117	NM_002341.1	ENST00000376117	NM_002341.1	4050	LTB	TRUE			LTB, a tumor suppressor involved in inflammatory signaling, is recurrently mutated in multiple myeloma.	TRUE	
ENST00000519728	NM_002350.3	ENST00000519728	NM_002350.3	4067	LYN	TRUE			LYN, a non-receptor tyrosine kinase, is altered by amplification in various cancers.	FALSE	
ENST00000215739	NM_006767.3	ENST00000646124	NM_006767.3	8216	LZTR1	FALSE			LZTR1, a ubiquitin ligase adaptor protein, is recurrently altered by mutation in glioblastoma, Noonan syndrome, and schwannomatosis.	TRUE	
ENST00000235310	NM_001127325.1	ENST00000235310	NM_001127325.1	10459	MAD2L2	TRUE			MAD2L2, an adaptor protein involved in DNA repair, is altered by mutation and overexpression in various cancer types.	TRUE	
ENST00000393350	NM_001031804.2	ENST00000393350	NM_001031804.2	4094	MAF	FALSE			MAF, a transcription factor, is recurrently altered by rearrangement in multiple myeloma.	FALSE	
ENST00000373313	NM_005461.4	ENST00000373313	NM_005461.4	9935	MAFB	TRUE			MAFB, a transcription factor, is recurrently altered by chromosomal rearrangement in multiple myeloma.	FALSE	
ENST00000348428	NM_006785.3	ENST00000649217	NM_006785.3	10892	MALT1	FALSE			MALT1, a paracaspase, is recurrently altered by chromosomal rearrangement in MALT lymphoma.	FALSE	
ENST00000307102	NM_002755.3	ENST00000307102	NM_002755.3	5604	MAP2K1	TRUE	3A		MAP2K1, an intracellular kinase, is mutated at low frequencies in various cancer types including melanoma, colorectal and lung cancers.	FALSE	
ENST00000262948	NM_030662.3	ENST00000262948	NM_030662.3	5605	MAP2K2	TRUE	3A		MAP2K2, an intracellular kinase, is altered by mutation in various cancer types.	FALSE	
ENST00000353533	NM_003010.3	ENST00000353533	NM_003010.3	6416	MAP2K4	FALSE			MAP2K4, a tumor suppressor and intracellular kinase, is altered in various cancer types.	TRUE	
ENST00000399503	NM_005921.1	ENST00000399503	NM_005921.1	4214	MAP3K1	FALSE			MAP3K1, an intracellular kinase, is altered by mutation or deletion in various cancer types, most frequently in breast and endometrial cancer.	TRUE	
ENST00000265026	NM_004721.4	ENST00000265026	NM_004721.4	9175	MAP3K13	TRUE			MAP3K13, a serine/threonine kinase, is infrequently altered in cancer.	FALSE	
ENST00000344686	NM_003954.3	ENST00000344686	NM_003954.3	9020	MAP3K14	TRUE			MAP3K14, a serine/threonine kinase, is infrequently altered in cancer.	FALSE	
ENST00000215832	NM_002745.4	ENST00000215832	NM_002745.4	5594	MAPK1	TRUE			MAPK1 (ERK2), a serine/threonine kinase, is altered by mutation or amplification in various cancer types including head and neck, cervical and ovarian cancer.	FALSE	
ENST00000263025	NM_002746.2	ENST00000263025	NM_002746.2	5595	MAPK3	TRUE			MAPK3 (ERK1), a serine/threonine kinase, is infrequently altered in cancer.	FALSE	
ENST00000265960	NM_001006617.1	ENST00000265960	NM_001006617.1	79109	MAPKAP1	FALSE			MAPKAP1, a component of the mTORC2 complex, is mutated or amplified at low frequencies in various cancers.	FALSE	
ENST00000358664	NM_002382.4	ENST00000358664	NM_002382.4	4149	MAX	FALSE			MAX, a transcription factor, is altered by mutation and deletion in various cancer types including small-cell lung cancer. Gerrmline mutations of MAX are associated with hereditary pheochromocytoma.	TRUE	
ENST00000355673	NM_052897.3	ENST00000355673	NM_052897.3	114785	MBD6	FALSE			MBD6, a chromatin-associated protein, is infrequently mutated in various cancer types.	TRUE	
ENST00000369026	NM_021960.4	ENST00000369026	NM_021960.4	4170	MCL1	TRUE			MCL1, an anti-apoptotic protein, is amplified in various cancer types.	FALSE	
ENST00000376406	NM_014641.2	ENST00000376406	NM_014641.2	9656	MDC1	FALSE			MDC1 is a regulator of the cell cycle response to DNA damage. It has tumor suppressor functions in the context of cancer.	FALSE	
ENST00000462284	NM_002392.5	ENST00000258149	NM_002392.5	4193	MDM2	TRUE	3A		MDM2, a ubiquitin ligase and p53 inhibitor, is amplified in a diverse range of cancers including well-differentiated liposarcomas.	FALSE	
ENST00000367182	NM_002393.4	ENST00000367182	NM_002393.4	4194	MDM4	TRUE			MDM4, a negative regulator of the p53 tumor suppressor, is altered by amplification and overexpression in various cancer types including breast cancer.	FALSE	
ENST00000468789	NM_001105078.3	ENST00000468789	NM_001105078.3	2122	MECOM	TRUE			MECOM, a transcription factor expressed in hematopoietic stem cells, is recurrently altered by chromosomal rearrangement in hematologic malignancies.	FALSE	
ENST00000374080	NM_005120.2	ENST00000374080	NM_005120.2	9968	MED12	TRUE			MED12 is a component of CDK8, a subcomplex involved in transcription initiation. MED12 plays a role in the genesis of benign tumors such as uterine leiomyoma and breast fibroadenoma and is altered in a variety of estrogen-dependent tumors.	TRUE	
ENST00000162023	NM_001145785.1	ENST00000424583	NM_001145785.1	100271849	MEF2B	TRUE			MEF2B, a transcriptional activator, is altered by mutation in various hematological malignancies including follicular lymphoma.	FALSE	
ENST00000348159	NM_005920.3	ENST00000348159	NM_005920.3	4209	MEF2D	TRUE			MEF2D, a transcriptional activator, is altered by rearrangement in acute lymphoblastic leukemia.	FALSE	
ENST00000312049	NM_130799	ENST00000312049	NM_130799	4221	MEN1	FALSE			MEN1, a transcriptional repressor, is altered by mutation and deletion in various cancer types including parathyroid and endocrine cancers. Germline mutations of MEN1 are associated with Multiple Endocrine Neoplasia Syndrome and predispose to certain cancers.	TRUE	
ENST00000397752	NM_000245.2	ENST00000397752	NM_000245.2	4233	MET	TRUE	1	R2	MET, a receptor tyrosine kinase, is recurrently altered by mutation, amplification and/or overexpression in various cancer types.	FALSE	R2
ENST00000219905	NM_001164273.1	ENST00000219905	NM_001164273.1	23269	MGA	FALSE			MGA, a tumor suppressor and transcription factor, is altered by mutation, deletion or chromosomal translocation in a diverse range of cancers.	TRUE	
ENST00000549489	NM_004668.2	ENST00000549489	NM_004668.2	8972	MGAM	TRUE			MGAM, an intestinal glucosidase, is infrequently altered in various cancer types.	FALSE	
ENST00000394351	NM_000248	ENST00000394351		4286	MITF	TRUE			MITF, a transcription factor involved in melanocyte differentiation, is altered by amplification and mutation in melanomas. Germline mutations of MITF predispose to various cancer types, including melanoma and renal cell cancers.	TRUE	
ENST00000231790	NM_000249.3	ENST00000231790	NM_000249.3	4292	MLH1	FALSE			MLH1, a tumor suppressor involved in DNA mismatch repair, is recurrently altered by deletion and mutation in various cancer types. Germline mutations of MLH1 are associated with Lynch syndrome and predispose to colorectal cancer.	TRUE	
ENST00000252674	NM_005934.3	ENST00000252674	NM_005934.3	4298	MLLT1	FALSE			MLLT1, a scaffolding protein involved in transcriptional elongation, is recurrently altered by translocation in hematologic malignancies.	FALSE	
ENST00000307729	NM_001195626.1	ENST00000307729	NM_001195626.1	8028	MLLT10	TRUE			MLLT10, a histone methyltransferase cofactor, is recurrently altered by chromosomal rearrangement in hematologic malignancies.	FALSE	
ENST00000262244	NM_024761.4	ENST00000262244	NM_024761.4	79817	MOB3B	FALSE			MOB3B, a kinase activator likely involved in the Hippo signaling pathway, is recurrently deleted in mantle cell lymphomas.	TRUE	
ENST00000361050	NM_001039396.1	ENST00000361050	NM_001039396.1	219972	MPEG1	FALSE			MPEG1, a pore forming protein involved in innate immunity, is infrequently altered in various cancer types.	FALSE	
ENST00000372470	NM_005373.2	ENST00000372470	NM_005373.2	4352	MPL	TRUE			MPL, a transmembrane protein receptor, is frequently mutated in myeloproliferative neoplasms including essential thrombocytosis and myelofibrosis.	FALSE	
ENST00000323929	NM_005591.3	ENST00000323929	NM_005591.3	4361	MRE11	FALSE			MRE11 is a tumor suppressor involved in DNA repair. Germline mutations of MRE11 are associated with ataxia-telangiectasia-like disorder and predispose to breast and ovarian cancers.	TRUE	
ENST00000233146	NM_000251.2	ENST00000233146	NM_000251.2	4436	MSH2	FALSE			MSH2 is a tumor suppressor involved in DNA mismatch repair. Select mutations of MSH2 are associated with Lynch syndrome and can lead to genomic instability in tumors.	TRUE	
ENST00000265081	NM_002439.4	ENST00000265081	NM_002439.4	4437	MSH3	FALSE			MSH3, a protein that participates in mismatch DNA repair pathway, is frequently lost in colorectal cancers.	TRUE	
ENST00000234420	NM_000179.2	ENST00000234420	NM_000179.2	2956	MSH6	FALSE			MSH6 is a tumor suppressor involved in post-replication DNA mismatch repair. Select mutations of MSH6 are associated with Lynch syndrome and can lead to genomic instability via microsatellite instability in tumors.	TRUE	
ENST00000257552	NM_002442.3	ENST00000257552	NM_002442.3	4440	MSI1	TRUE			MSI1, an RNA-binding protein expressed in stem cells of neural and intestinal origin, is overexpressed in various cancer types.	FALSE	
ENST00000284073	NM_138962.2	ENST00000284073	NM_138962.2	124540	MSI2	TRUE			MSI2, an RNA-binding protein expressed in stem cells of neural and hematopoietic origin, is over-expressed in myeloid leukemias.	FALSE	
ENST00000449682	NM_020998.3	ENST00000449682	NM_020998.3	4485	MST1	FALSE			MST1, an intracellular kinase, is infrequently altered in various cancer types.	TRUE	
ENST00000296474	NM_002447.2	ENST00000296474	NM_002447.2	4486	MST1R	TRUE			MST1R, a receptor tyrosine kinase, is altered by overexpression and mutation in various cancer types.	FALSE	
ENST00000380172	NM_002451.3	ENST00000644715	NM_002451.3	4507	MTAP	FALSE			MTAP, a tumor suppressor and phosphorylase involved in methionine salvage pathways, is recurrently altered by deletion in a variety of cancer types.	TRUE	
ENST00000361445	NM_004958.3	ENST00000361445	NM_004958.3	2475	MTOR	TRUE	3A		MTOR, an intracellular kinase that regulates cell growth and metabolism, is infrequently mutated in various cancer types.	FALSE	
ENST00000372115	NM_001048171.1	ENST00000372115	NM_001048171.1	4595	MUTYH	FALSE			MUTYH is a tumor suppressor involved in DNA repair. Germline mutations of MUTYH are associated with MUTYH-associated Polyposis syndrome.	TRUE	
ENST00000377970	NM_002467.4	ENST00000621592	NM_002467.4	4609	MYC	TRUE			MYC, a transcription factor, is altered by chromosomal rearrangement, amplification and overexpression in a variety of cancer types.	FALSE	
ENST00000397332	NM_001033082.2	ENST00000397332	NM_001033082.2	4610	MYCL	TRUE			MYCL, a transcription factor, is altered by overexpression and amplification in various cancer types including small cell lung cancer.	FALSE	
ENST00000281043	NM_005378.4	ENST00000281043	NM_005378.4	4613	MYCN	TRUE			MYCN, a transcription factor, is altered by amplification and overexpression in a variety of cancer types including in neuroblastoma.	FALSE	
ENST00000396334	NM_002468.4	ENST00000396334	NM_002468.4	4615	MYD88	TRUE			MYD88, an adaptor protein, is frequently altered in hematologic malignancies including Waldenström's macroglobulinemia.	FALSE	
ENST00000250003	NM_002478.4	ENST00000250003	NM_002478.4	4654	MYOD1	FALSE			MYOD1, a transcription factor involved in muscle differentiation, is recurrently altered by mutation in rhabdomyosarcoma.	FALSE	
ENST00000341426	NM_001198993.1	ENST00000341426	NM_001198993.1	65220	NADK	TRUE			NADK, a metabolic enzyme involved in the conversion of NAD+ to NADPH, is altered by overexpression and mutation in pancreatic and colon cancers.	FALSE	
ENST00000265433	NM_002485.4	ENST00000265433	NM_002485.4	4683	NBN	FALSE			NBN is a tumor suppressor involved in DNA double-strand break repair. Germline mutations of NBN are associated with Nijmegen breakage syndrome and predispose to cancer.	TRUE	
ENST00000371998	NM_181659.2	ENST00000371998	NM_181659.2	8202	NCOA3	TRUE			NCOA3, a nuclear hormone receptor co-activator, is altered by amplification and mutation in various cancer types.	FALSE	
ENST00000268712	NM_006311.3	ENST00000268712	NM_006311.3	9611	NCOR1	FALSE			NCOR1, a transcriptional co-repressor, is altered by chromosomal translocation and mutation in various cancer types.	TRUE	
ENST00000405201	NM_006312.6	ENST00000405201	NM_006312.6	9612	NCOR2	FALSE			NCOR2, a nuclear hormone transcriptional co-repressor, is altered by mutation in a range of human cancers.	FALSE	
ENST00000294785	NM_015331.2	ENST00000294785	NM_015331.2	23385	NCSTN	TRUE			NCSTN, an endoprotease, is infrequently altered by mutation and amplification in a diverse range of cancers.	FALSE	
ENST00000357731	NM_173808.2	ENST00000357731	NM_173808.2	257194	NEGR1	FALSE			NEGR1, a cell adhesion protein, is altered by deletion and mutation in various cancer types.	FALSE	
ENST00000356175	NM_000267	ENST00000356175	NM_000267	4763	NF1	FALSE	1		NF1, a negative regulator of RAS, is inactivated by mutation or deletion in various solid and hematologic malignancies.	TRUE	
ENST00000338641	NM_000268.3	ENST00000338641	NM_000268.3	4771	NF2	FALSE			NF2 is a tumor suppressor involved in the regulation of downstream signaling pathways. Germline mutations of NF2 are associated with Neurofibromatosis Type 2 and predispose to certain cancers.	TRUE	
ENST00000312156	NM_001136023.2	ENST00000312156	NM_001136023.2	4778	NFE2	TRUE			NFE2, a hematopoietic transcription factor, is infrequently altered by mutation in hematopoietic malignancies.	FALSE	
ENST00000397062	NM_006164.4	ENST00000397062	NM_006164.4	4780	NFE2L2	TRUE			NFE2L2, a transcription factor involved in oxidative stress response, is recurrently altered by mutation in lung cancer.	FALSE	
ENST00000216797	NM_020529.2	ENST00000216797	NM_020529.2	4792	NFKBIA	FALSE			NFκBIα, a negative regulator of NF-κB, is altered by mutation and deletion in various cancer types.	TRUE	
ENST00000354822	NM_001079668.2	ENST00000354822	NM_001079668.2	7080	NKX2-1	TRUE			NKX2-1, a transcription factor expressed in lung and thyroid lineages, is altered by mutation, amplification, and rearrangement in lung and thyroid cancers.	FALSE	
ENST00000380871	NM_006167.3	ENST00000380871	NM_006167.3	4824	NKX3-1	FALSE			NKX3-1, a transcription factor expressed in prostate lineages, is altered by deletion and mutation including in prostate cancer.	TRUE	
ENST00000277541	NM_017617.3	ENST00000651671	NM_017617.5	4851	NOTCH1	TRUE			NOTCH1, a transmembrane receptor and transcription factor, can function as both an oncogene and tumor suppressor.	TRUE	
ENST00000256646	NM_024408.3	ENST00000256646	NM_024408.3	4853	NOTCH2	TRUE			NOTCH2 encodes a transmembrane receptor that regulates many aspects of development by affecting cell-fate determination.	TRUE	
ENST00000263388	NM_000435.2	ENST00000263388	NM_000435.2	4854	NOTCH3	TRUE			NOTCH3 encodes a Type I transmembrane protein of the Notch family. Missense and nonsense mutations in NOTCH3 have been identified in various cancers.	TRUE	
ENST00000375023	NM_004557.3	ENST00000375023	NM_004557.3	4855	NOTCH4	TRUE			NOTCH4, a transmembrane receptor, can function as both an oncogene and tumor suppressor.	TRUE	
ENST00000296930	NM_002520.6	ENST00000296930	NM_002520.6	4869	NPM1	FALSE			NPM1, a nucleolar phosphoprotein, is frequently altered in hematologic malignancies.	TRUE	
ENST00000395097	NM_006981.3	ENST00000395097	NM_006981.3	8013	NR4A3	TRUE			NR4A3, a hormone receptor transcription factor, is rarely altered by chromosomal rearrangement in extraskeletal myxoid chondrosarcoma.	FALSE	
ENST00000369535	NM_002524.4	ENST00000369535	NM_002524.4	4893	NRAS	TRUE	3A	R1	NRAS, a GTPase, is mutated in a diverse range of cancers, most frequently in melanoma and thyroid cancer.	FALSE	R1
ENST00000405005	NM_013964.3	ENST00000405005	NM_013964.3	3084	NRG1	TRUE			NRG1, a ligand for ERBB receptor kinases, is recurrently altered by fusion in lung adenocarcinoma and pancreatic cancer.	FALSE	
ENST00000439151	NM_022455.4	ENST00000439151	NM_022455.4	64324	NSD1	TRUE			NSD1 encodes a nuclear receptor that can both positively and negatively regulate transcription. Translocations involving NSD1 and the NUP98 gene are highly recurrent in pediatric acute myeloid leukemia.	TRUE	
